Seed was:  1322998564246784757
1322998564246784757
89.54358100891113
         99955905 function calls (99935444 primitive calls) in 102.775 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _interpolate.py:98(interp2d)
        1    0.000    0.000    0.001    0.001 _interpolation.py:31(<module>)
        1    0.000    0.000    0.002    0.002 _interpolative_backend.py:30(<module>)
        1    0.000    0.000    0.005    0.005 _io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _io.py:79(optional_args)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.074    0.074 _jit_internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1231(_TensorExtractor)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:406(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:452(FunctionModifiers)
       41    0.000    0.000    0.000    0.000 _jit_internal.py:465(export)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:511(unused)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:561(_IgnoreContextManager)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:568(ignore)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:662(_copy_to_script_wrapper)
       26    0.000    0.000    0.037    0.001 _jit_internal.py:744(_check_overload_body)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:755(is_pass)
       20    0.000    0.000    0.031    0.002 _jit_internal.py:767(_overload)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:784(get_class_name_lineno)
        6    0.000    0.000    0.007    0.001 _jit_internal.py:813(_overload_method)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:946(BroadcastingListCls)
       69    0.000    0.000    0.000    0.000 _jit_internal.py:947(__getitem__)
      139    0.000    0.000    0.000    0.000 _jit_internal.py:957(is_scripting)
       26    0.000    0.000    0.001    0.000 _jit_internal.py:980(_qualified_name)
        1    0.000    0.000    0.125    0.125 _joblib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1036(SeriesParser)
        1    0.000    0.000    0.000    0.000 _json.py:1084(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:135(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:190(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:205(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:235(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:615(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:814(Parser)
        1    0.000    0.000    0.002    0.002 _kde.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 _kdtree.py:189(KDTree)
        1    0.000    0.000    0.000    0.000 _kdtree.py:270(node)
        1    0.000    0.000    0.045    0.045 _kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:301(leafnode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:310(innernode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:81(Rectangle)
        1    0.000    0.000    0.000    0.000 _ksstats.py:68(<module>)
        1    0.000    0.000    0.000    0.000 _label.py:169(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 _label.py:35(LabelEncoder)
        1    0.000    0.000    0.000    0.000 _label.py:671(MultiLabelBinarizer)
        1    0.000    0.000    0.001    0.001 _label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _lbfgsb_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:404(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:50(_dispatch_dtypes)
        5    0.000    0.000    0.000    0.000 _legacy.py:51(__add__)
        1    0.000    0.000    0.002    0.002 _lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 _linalg_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.017    0.017 _linprog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_doc.py:2(<module>)
        1    0.000    0.000    0.006    0.006 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _linprog_ip.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _linprog_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:262(LOBPCGAutogradFunction)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:650(LOBPCG)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lowrank.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lsap.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _mangling.py:44(is_mangled)
        1    0.000    0.000    0.000    0.000 _mangling.py:9(PackageMangler)
        1    0.000    0.000    0.003    0.003 _mannwhitneyu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:19(_MWU)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _mask.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.003    0.003 _matfuncs.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _measurements.py:31(<module>)
        1    0.000    0.000    0.070    0.070 _memmapping_reducer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:107(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:313(ArrayMemmapForwardReducer)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:508(TemporaryResourcesManager)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:46(_sum)
        7    0.000    0.000    0.000    0.000 _methods.py:54(_any)
       13    0.000    0.000    0.000    0.000 _methods.py:60(_all)
        1    0.000    0.000    0.069    0.069 _minimize.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _mio.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _mio4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mio4.py:102(VarReader4)
        1    0.000    0.000    0.000    0.000 _mio4.py:308(MatFile4Reader)
        1    0.000    0.000    0.000    0.000 _mio4.py:453(VarWriter4)
        1    0.000    0.000    0.000    0.000 _mio4.py:592(MatFile4Writer)
        1    0.000    0.000    0.000    0.000 _mio4.py:84(VarHeader4)
        1    0.000    0.000    0.005    0.005 _mio5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mio5.py:150(MatFile5Reader)
        1    0.000    0.000    0.000    0.000 _mio5.py:446(EmptyStructMarker)
        1    0.000    0.000    0.000    0.000 _mio5.py:508(VarWriter5)
        1    0.000    0.000    0.000    0.000 _mio5.py:811(MatFile5Writer)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _mio5_params.py:183(_convert_codecs)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:224(mat_struct)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:233(MatlabObject)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:255(MatlabFunction)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:267(MatlabOpaque)
        4    0.000    0.000    0.000    0.000 _miobase.py:135(convert_dtypes)
        1    0.000    0.000    0.000    0.000 _miobase.py:24(MatReadError)
        1    0.000    0.000    0.000    0.000 _miobase.py:28(MatWriteError)
        1    0.000    0.000    0.001    0.001 _miobase.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _miobase.py:32(MatReadWarning)
        1    0.000    0.000    0.000    0.000 _miobase.py:331(MatVarReader)
        1    0.000    0.000    0.000    0.000 _miobase.py:345(MatFileReader)
        2    0.000    0.000    0.009    0.005 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:511(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:524(__init__)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _mixins.py:75(ravel_compat)
        1    0.000    0.000    0.000    0.000 _mixins.py:95(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _mmio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mmio.py:106(MMFile)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:153(JitTypeTraceStoreLogger)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:157(JitTypeTraceStore)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:158(__init__)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:161(JitTypeTraceConfig)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:2(<module>)
        1    0.000    0.000    0.014    0.014 _morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _morestats.py:2158(_ABW)
        1    0.000    0.000    0.000    0.000 _morestats.py:2164(__init__)
        1    0.000    0.000    0.000    0.000 _morphology.py:31(<module>)
        1    0.000    0.000    0.003    0.003 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _multiprocessing_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:113(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1136(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1295(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1402(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1557(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1619(wishart_gen)
        2    0.000    0.000    0.001    0.000 _multivariate.py:1725(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:184(multi_rv_generic)
       12    0.000    0.000    0.000    0.000 _multivariate.py:189(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:218(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2229(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2360(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2459(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:267(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2774(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2883(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2986(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3212(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3271(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3329(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3393(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3425(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3473(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:351(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3527(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3578(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3717(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3758(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3842(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3906(__init__)
        1    0.000    0.000    0.007    0.007 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4163(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4258(multivariate_hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4371(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4663(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:681(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:820(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:920(__init__)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _netcdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _netcdf.py:801(netcdf_variable)
        1    0.000    0.000    0.000    0.000 _netcdf.py:98(netcdf_file)
        1    0.000    0.000    0.001    0.001 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.002    0.002 _nnls.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _nonlin.py:110(_set_doc)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1135(DiagBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1203(LinearMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1249(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1312(KrylovJacobian)
        7    0.000    0.000    0.002    0.000 _nonlin.py:1504(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1516(<listcomp>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1519(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:25(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:309(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:373(Jacobian)
        1    0.000    0.000    0.002    0.002 _nonlin.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:441(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:556(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:582(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _nonlin.py:802(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _nonlin.py:915(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _nonlin.py:979(Anderson)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _normalize.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:105(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1199(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1240(lsoda)
        1    0.000    0.000    0.005    0.005 _ode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:595(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:762(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:777(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:839(vode)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:11(ODEintWarning)
        1    0.000    0.000    0.001    0.001 _odepack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:18(ODFReader)
        1    0.000    0.000    0.005    0.005 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:21(ODSWriter)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:120(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:32(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:508(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ops.py:135(_OpNamespace)
        2    0.000    0.000    0.000    0.000 _ops.py:155(__init__)
        8    0.000    0.000    0.004    0.001 _ops.py:159(__getattr__)
        1    0.000    0.000    0.000    0.000 _ops.py:181(_Ops)
        1    0.000    0.000    0.000    0.000 _ops.py:184(__init__)
        2    0.000    0.000    0.000    0.000 _ops.py:188(__getattr__)
        1    0.000    0.000    0.000    0.000 _ops.py:30(OpOverload)
        1    0.000    0.000    0.000    0.000 _ops.py:70(OpOverloadPacket)
        1    0.000    0.000    0.000    0.000 _optimize.py:1080(_LineSearchError)
        1    0.000    0.000    0.000    0.000 _optimize.py:143(OptimizeWarning)
        1    0.000    0.000    0.032    0.032 _optimize.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _optimize.py:2227(Brent)
        1    0.000    0.000    0.000    0.000 _optimize.py:3557(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 _optimize.py:480(_MaxFuncCallError)
        1    0.000    0.000    0.000    0.000 _optimize.py:57(MemoizeJac)
        1    0.000    0.000    0.000    0.000 _optimize.py:84(OptimizeResult)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _optional.py:75(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:123(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _osx_support.py:117(_get_system_version_tuple)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 _osx_support.py:178(_supports_universal_builds)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 _osx_support.py:331(_check_for_unavailable_sdk)
        1    0.000    0.000    0.001    0.001 _osx_support.py:439(customize_config_vars)
        1    0.000    0.000    0.001    0.001 _osx_support.py:86(_get_system_version)
        1    0.000    0.000    0.000    0.000 _package_pickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _package_pickler.py:10(PackagePickler)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:7(PackageUnpickler)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:409(_PageL)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(__init__)
        1    0.000    0.000    0.085    0.085 _parallel_backends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:190(SequentialBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:222(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:263(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:27(ParallelBackendBase)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:370(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:411(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:480(LokyBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:568(ImmediateResult)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:578(SafeFunction)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:606(FallbackToBackend)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:207(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:508(AddressList)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.003    0.003 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.028    0.028 _pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polyint.py:141(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 _polyint.py:15(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 _polyint.py:220(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 _polyint.py:498(BarycentricInterpolator)
        1    0.000    0.000    0.003    0.003 _polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial.py:31(PolynomialFeatures)
        1    0.000    0.000    0.000    0.000 _polynomial.py:502(SplineTransformer)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        2    0.000    0.000    0.039    0.019 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.001    0.001 _pytree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytree.py:118(LeafSpec)
        1    0.000    0.000    0.000    0.000 _pytree.py:33(NodeDef)
        4    0.000    0.000    0.000    0.000 _pytree.py:39(_register_pytree_node)
        1    0.000    0.000    0.000    0.000 _pytree.py:98(TreeSpec)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:15(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1205(Sobol)
        1    0.000    0.000    0.000    0.000 _qmc.py:1465(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:1631(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 _qmc.py:608(QMCEngine)
        1    0.000    0.000    0.000    0.000 _qmc.py:762(Halton)
        1    0.000    0.000    0.000    0.000 _qmc.py:885(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:17(IntegrationWarning)
        1    0.000    0.000    0.001    0.001 _quadpack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:828(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:841(_OptFunc)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:850(_NQuad)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:22(_copy_func)
