Seed was:  1322998564246784757
1322998564246784757
89.54358100891113
         99955905 function calls (99935444 primitive calls) in 102.775 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
        1    0.000    0.000    0.003    0.003 pearson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pearson.py:4(PearsonCorr)
        1    0.000    0.000    0.000    0.000 pearson.py:66(RollingPearsonCorr)
        1    0.000    0.000    0.000    0.000 per_output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 per_output.py:13(PerOutput)
        1    0.000    0.000    0.000    0.000 perceptron.py:1(<module>)
        1    0.000    0.000    0.000    0.000 perceptron.py:6(Perceptron)
        2    0.000    0.000    0.001    0.000 period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:107(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:75(PeriodIndex)
       12    0.000    0.000    0.000    0.000 period.py:96(_field_accessor)
        1    0.000    0.000    0.000    0.000 phishing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phishing.py:6(Phishing)
        2    0.000    0.000    0.006    0.003 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:198(Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:75(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:93(_LoadSparseFrame)
        1    0.000    0.000    0.001    0.001 pickletools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickletools.py:1093(OpcodeInfo)
       68    0.000    0.000    0.000    0.000 pickletools.py:1124(__init__)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        1    0.000    0.000    0.000    0.000 pickletools.py:2224(assure_pickle_consistency)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 pin_memory.py:1(<module>)
        2    0.000    0.000    0.012    0.006 pipeline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pipeline.py:168(Pipeline)
        7    0.000    0.000    0.000    0.000 pipeline.py:38(_final_estimator_has)
        1    0.000    0.000    0.000    0.000 pipeline.py:51(Pipeline)
        1    0.000    0.000    0.000    0.000 pipeline.py:910(FeatureUnion)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:59(PixelUnshuffle)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:7(PixelShuffle)
        1    0.000    0.000    0.000    0.000 planes_2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planes_2d.py:6(Planes2D)
        6    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        6    0.000    0.000    0.000    0.000 platform.py:1106(python_implementation)
        1    0.000    0.000    0.010    0.010 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:742(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:774(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:780(uname_result)
       38    0.000    0.000    0.000    0.000 platform.py:825(uname)
       20    0.000    0.000    0.000    0.000 platform.py:914(system)
       18    0.000    0.000    0.000    0.000 platform.py:951(machine)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
        1    0.000    0.000    0.000    0.000 poly.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poly.py:21(PolynomialExtender)
        1    0.000    0.000    0.000    0.000 polyint.py:5(<module>)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        4    0.000    0.000    0.000    0.000 polynomial.py:1217(_coeffs)
        4    0.000    0.000    0.000    0.000 polynomial.py:1226(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polynomial.py:448(_polyfit_dispatcher)
        1    0.000    0.000    0.001    0.001 polynomial.py:452(polyfit)
        1    0.000    0.000    0.000    0.000 polynomial.py:700(_polyval_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:704(polyval)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.079    0.079 pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:100(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:178(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:217(MemmappingPool)
        1    0.000    0.000    0.000    0.000 pool.py:48(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:742(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:791(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:834(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:903(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:918(ThreadPool)
        1    0.000    0.000    0.001    0.001 pooling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:1019(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1061(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:1104(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1115(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:1143(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1182(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:12(_MaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:167(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:245(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:253(MaxUnpool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:322(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:34(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:405(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:471(_AvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:480(AvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:547(AvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:626(AvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:718(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:788(FractionalMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:857(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:876(LPPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:918(LPPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:93(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:973(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:989(AdaptiveMaxPool1d)
        3    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
       12    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       37    0.000    0.000    0.001    0.000 posixpath.py:164(islink)
       31    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       24    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        4    0.000    0.000    0.000    0.000 posixpath.py:373(abspath)
        2    0.000    0.000    0.001    0.000 posixpath.py:388(realpath)
      7/2    0.000    0.000    0.001    0.000 posixpath.py:397(_joinrealpath)
       79    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       12    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       48    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.001    0.001 precision.py:1(<module>)
        1    0.000    0.000    0.000    0.000 precision.py:137(WeightedPrecision)
        1    0.000    0.000    0.000    0.000 precision.py:46(MacroPrecision)
        1    0.000    0.000    0.000    0.000 precision.py:6(Precision)
        1    0.000    0.000    0.000    0.000 precision.py:91(MicroPrecision)
        1    0.000    0.000    0.000    0.000 pred_clipper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pred_clipper.py:6(PredClipper)
        1    0.000    0.000    0.000    0.000 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:507(PrettyDict)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:118(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:124(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:137(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:14(LokyProcess)
        1    0.000    0.000    0.000    0.000 process.py:144(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:150(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:158(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process.py:256(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 process.py:4(<module>)
        1    0.000    0.000    0.000    0.000 process.py:565(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process.py:572(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 process.py:66(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 process.py:84(LokyInitMainProcess)
        1    0.000    0.000    0.008    0.008 process.py:9(<module>)
        1    0.000    0.000    0.000    0.000 process.py:98(AuthenticationKey)
        1    0.000    0.000    0.000    0.000 process_executor.py:127(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process_executor.py:153(_ExecutorFlags)
        1    0.000    0.000    0.039    0.039 process_executor.py:16(<module>)
        1    0.000    0.000    0.000    0.000 process_executor.py:226(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:236(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:256(_WorkItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:267(_ResultItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:275(_CallItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:295(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process_executor.py:487(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 process_executor.py:902(LokyRecursionError)
        1    0.000    0.000    0.000    0.000 process_executor.py:907(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process_executor.py:916(TerminatedWorkerError)
        1    0.000    0.000    0.000    0.000 process_executor.py:928(ShutdownExecutorError)
        1    0.000    0.000    0.000    0.000 process_executor.py:936(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 product.py:1(<module>)
        1    0.000    0.000    0.000    0.000 product.py:10(TransformerProduct)
        3    0.000    0.000    0.003    0.001 profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:186(ProfilerAction)
        1    0.000    0.000    0.000    0.000 profiler.py:262(profile)
        1    0.000    0.000    0.000    0.000 profiler.py:29(_KinetoProfile)
        1    0.000    0.000    0.000    0.000 profiler.py:392(record_function)
        1    0.000    0.000    0.000    0.000 profiler.py:41(profile)
        1    0.000    0.000    0.000    0.000 profiler.py:472(emit_nvtx)
        1    0.000    0.000    0.000    0.000 profiler.py:594(EnforceUnique)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:17(profile)
        1    0.000    0.000    0.000    0.000 profiler_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler_util.py:14(EventList)
        6    0.000    0.000    0.000    0.000 profiler_util.py:335(_attr_formatter)
        1    0.000    0.000    0.000    0.000 profiler_util.py:339(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 profiler_util.py:360(Interval)
        1    0.000    0.000    0.000    0.000 profiler_util.py:372(FunctionEvent)
        1    0.000    0.000    0.000    0.000 profiler_util.py:521(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 profiler_util.py:600(StringTable)
        1    0.000    0.000    0.000    0.000 profiler_util.py:609(MemRecordsAcc)
        1    0.000    0.000    0.000    0.000 progressive_validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocol.py:12(ProtocolClient)
        1    0.000    0.000    0.000    0.000 protocol.py:136(EmptyQueue)
        1    0.000    0.000    0.000    0.000 protocol.py:140(IterDataPipeQueueProtocolServer)
        1    0.000    0.000    0.000    0.000 protocol.py:169(IterDataPipeQueueProtocolClient)
        1    0.000    0.000    0.000    0.000 protocol.py:4(Protocol)
        1    0.000    0.000    0.000    0.000 protocol.py:41(ProtocolServer)
        1    0.000    0.000    0.000    0.000 protocol.py:77(MapDataPipeQueueProtocolServer)
        1    0.000    0.000    0.000    0.000 protocol.py:96(MapDataPipeQueueProtocolClient)
        1    0.000    0.000    0.000    0.000 ps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ps.py:8(PS)
        1    0.000    0.000    0.000    0.000 ptp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ptp.py:4(PeakToPeak)
        1    0.000    0.000    0.000    0.000 ptp.py:51(RollingPeakToPeak)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.013    0.013 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 pyarrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1129(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1131(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1161(TextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1547(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1808(Helper)
        1    0.000    0.000    0.000    0.000 pydoc.py:1861(<listcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1984(__init__)
        1    0.000    0.000    0.006    0.006 pydoc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:2214(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pydoc.py:386(ErrorDuringImport)
        1    0.000    0.000    0.005    0.005 pydoc.py:462(Doc)
        1    0.000    0.000    0.000    0.000 pydoc.py:520(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:522(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:562(HTMLDoc)
        2    0.000    0.000    0.003    0.002 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:168(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:172(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:176(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1836(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:187(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1948(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:197(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:2241(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2270(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2555(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2582(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2588(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:265(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2764(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2768(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3118(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3150(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3245(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3250(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:326(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:334(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:380(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:386(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:40(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:406(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:4244(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4274(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4503(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4603(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4652(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4669(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4735(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:488(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:517(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5184(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:56(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:624(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:89(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:98(BinOp)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1127(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 python_parser.py:1243(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:52(PythonParser)
        1    0.000    0.000    0.840    0.840 pytorch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytorch.py:132(PyTorch2RiverClassifier)
        1    0.000    0.000    0.000    0.000 pytorch.py:14(PyTorch2RiverBase)
        1    0.000    0.000    0.000    0.000 pytorch.py:272(PyTorch2RiverRegressor)
        1    0.000    0.000    0.000    0.000 qa.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qa.py:12(Memento)
        1    0.000    0.000    0.000    0.000 qconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qconfig.py:2(<module>)
        1    0.000    0.000    0.000    0.000 qconfig.py:40(QConfig)
       17    0.000    0.000    0.000    0.000 qconfig.py:59(__new__)
        1    0.000    0.000    0.000    0.000 qconfig.py:67(QConfigDynamic)
        1    0.000    0.000    0.000    0.000 qhull.py:5(<module>)
        1    0.000    0.000    0.005    0.005 qmc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 qo_splitter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qo_splitter.py:11(QOSplitter)
        1    0.000    0.000    0.000    0.000 qo_splitter.py:128(Slot)
        1    0.000    0.000    0.000    0.000 qo_splitter.py:181(FeatureQuantizer)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quant_type.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quant_type.py:5(QuantType)
        2    0.000    0.000    0.026    0.013 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantile.py:167(RollingQuantile)
        1    0.000    0.000    0.000    0.000 quantile.py:8(Quantile)
        1    0.000    0.000    0.019    0.019 quantization_mappings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantization_mappings.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quantize.py:1(<module>)
        1    0.000    0.000    0.031    0.031 quantize.py:2(<module>)
        2    0.000    0.000    0.000    0.000 quantize_jit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:32(ThreadingQueue)
        1    0.000    0.000    0.000    0.000 queue.py:5(LocalQueue)
        1    0.000    0.000    0.025    0.025 queues.py:10(<module>)
        1    0.000    0.000    0.028    0.028 queues.py:12(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:195(SimpleQueue)
        1    0.000    0.000    0.000    0.000 queues.py:295(JoinableQueue)
        1    0.000    0.000    0.000    0.000 queues.py:32(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:338(SimpleQueue)
        1    0.025    0.025    0.025    0.025 queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        2    0.000    0.000    0.000    0.000 r2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 r2.py:8(R2)
        2    0.000    0.000    0.000    0.000 radam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 radam.py:5(RAdam)
        1    0.000    0.000    0.000    0.000 radam.py:6(RAdam)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 radau.py:179(Radau)
        1    0.000    0.000    0.000    0.000 radau.py:542(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 rand.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rand.py:119(AdjustedRand)
        1    0.000    0.000    0.000    0.000 rand.py:40(Rand)
        6    0.000    0.000    0.004    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        1    0.000    0.000    0.000    0.000 random.py:106(RandomOverSampler)
        4    0.000    0.000    0.000    0.000 random.py:117(__init__)
        4    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 random.py:183(RandomSampler)
        1    0.000    0.000    0.000    0.000 random.py:217(__init_subclass__)
     2084    0.002    0.000    0.002    0.000 random.py:237(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:24(RandomUnderSampler)
     2076    0.002    0.000    0.004    0.000 random.py:290(randrange)
       28    0.000    0.000    0.000    0.000 random.py:334(randint)
        8    0.000    0.000    0.000    0.000 random.py:343(choice)
        1    0.000    0.000    0.000    0.000 random.py:7(ClassificationSampler)
        1    0.000    0.000    0.000    0.000 random.py:778(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:8(PoissonInclusion)
        1    0.000    0.000    0.000    0.000 random.py:805(seed)
        1    0.000    0.000    0.000    0.000 random_rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_rbf.py:10(RandomRBF)
        1    0.000    0.000    0.000    0.000 random_rbf.py:127(RandomRBFDrift)
        1    0.000    0.000    0.000    0.000 random_rbf.py:262(Centroid)
        1    0.000    0.000    0.000    0.000 random_tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_tree.py:254(TreeNode)
        1    0.000    0.000    0.000    0.000 random_tree.py:8(RandomTree)
        1    0.000    0.000    0.002    0.002 range.py:1(<module>)
        4    0.000    0.000    0.000    0.000 range.py:112(__new__)
        5    0.000    0.000    0.000    0.000 range.py:167(_simple_new)
        4    0.000    0.000    0.000    0.000 range.py:347(dtype)
        2    0.000    0.000    0.000    0.000 range.py:351(is_unique)
   100000    0.077    0.000    0.124    0.000 range.py:379(get_loc)
   100001    0.021    0.000    0.021    0.000 range.py:427(__iter__)
        1    0.000    0.000    0.000    0.000 range.py:439(_view)
        1    0.000    0.000    0.000    0.000 range.py:444(copy)
        5    0.000    0.000    0.000    0.000 range.py:522(equals)
        1    0.000    0.000    0.000    0.000 range.py:63(RangeIndex)
       63    0.000    0.000    0.000    0.000 range.py:909(__len__)
   200000    0.140    0.000    0.191    0.000 range.py:919(__getitem__)
        1    0.000    0.000    0.000    0.000 rbf.py:5(<module>)
      423    0.000    0.000    0.001    0.000 re.py:188(match)
        2    0.000    0.000    0.001    0.000 re.py:198(search)
      345    0.000    0.000    0.009    0.000 re.py:203(sub)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
     1335    0.001    0.000    0.048    0.000 re.py:250(compile)
       41    0.000    0.000    0.000    0.000 re.py:270(escape)
     2119    0.003    0.000    0.050    0.000 re.py:289(_compile)
        3    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       18    0.000    0.000    0.000    0.000 re.py:325(_subx)
      116    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.010    0.010 readers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 readers.py:1007(_check_file_or_buffer)
        4    0.000    0.000    0.000    0.000 readers.py:1018(_clean_options)
        4    0.000    0.000    0.008    0.002 readers.py:1192(_make_engine)
        4    0.000    0.000    0.477    0.119 readers.py:1240(read)
        4    0.000    0.000    0.000    0.000 readers.py:1282(__enter__)
        4    0.000    0.000    0.000    0.000 readers.py:1285(__exit__)
        4    0.000    0.000    0.000    0.000 readers.py:1349(_clean_na_values)
        4    0.000    0.000    0.000    0.000 readers.py:1424(_refine_defaults_read)
        4    0.000    0.000    0.000    0.000 readers.py:1602(_extract_dialect)
